nid,location,stats_number_students,stats_pc_intl_students,stats_student_staff_ratio,scores_teaching,scores_research,scores_citations,scores_industry_income,scores_international_outlook,member_level,public,private,subjects_offered lenth,rank
468,59,22095.0,0.43,10.8,96.8,100.0,98.8,99.6,97.3,0,False,False,32,0-500
471,60,11836.0,0.33,8.0,99.2,96.0,99.7,100.0,93.8,0,False,True,28,0-500
466,60,22584.0,0.25,10.0,97.3,99.9,99.3,85.7,90.1,0,False,True,33,0-500
469,60,8378.0,0.23,7.8,98.3,98.0,98.9,96.9,87.4,0,False,True,26,0-500
470,59,20980.0,0.38,11.5,95.9,99.9,97.6,88.4,97.1,0,False,False,31,0-500
467,60,16963.0,0.23,5.9,97.5,97.3,99.6,100.0,85.1,0,False,True,33,0-500
128779,60,2397.0,0.32,6.4,95.2,97.5,97.3,100.0,89.7,0,False,True,20,0-500
474,60,42423.0,0.25,18.7,87.2,98.9,99.0,99.5,86.4,0,True,False,32,0-500
472,59,21000.0,0.6,12.1,89.3,94.9,98.5,90.8,98.3,0,False,False,18,0-500
475,60,14401.0,0.22,6.2,93.7,95.0,97.8,86.5,82.3,0,False,True,30,0-500
479,52,22883.0,0.44,15.8,87.3,97.2,95.1,84.0,95.3,0,False,False,23,0-500
535,9,38289.0,0.09,11.0,95.4,98.4,93.5,100.0,49.8,0,False,False,34,0-500
514,9,34981.0,0.15,11.5,94.9,97.7,88.2,99.9,70.1,0,False,False,30,0-500
473,60,16373.0,0.38,6.0,88.4,90.0,97.4,86.2,81.1,0,False,True,24,0-500
480,60,22539.0,0.24,6.8,87.1,90.7,96.9,98.3,79.3,0,False,True,33,0-500
478,60,21735.0,0.32,5.8,83.7,91.3,97.3,100.0,83.6,0,False,True,29,0-500
504,37,34388.0,0.26,21.0,78.4,93.6,95.7,100.0,91.9,6,False,False,33,0-500
476,60,30541.0,0.4,5.9,86.4,88.8,96.9,75.9,85.4,0,False,True,33,0-500
477,60,44237.0,0.15,9.9,84.9,92.1,96.6,89.0,73.4,0,True,False,36,0-500
484,60,25528.0,0.26,10.5,83.2,91.1,96.8,69.5,85.5,0,False,True,31,0-500
483,7,80107.0,0.29,25.2,76.2,93.5,93.4,94.9,91.8,0,False,False,35,0-500
481,59,41935.0,0.61,11.1,77.6,86.2,98.4,74.9,97.7,0,False,False,33,0-500
482,60,47787.0,0.18,8.5,84.3,88.8,95.4,82.5,68.2,0,True,False,33,0-500
485,60,15312.0,0.46,13.1,73.1,85.1,99.0,85.4,84.2,0,False,True,22,0-500
489,60,49647.0,0.16,10.0,74.6,81.3,98.0,84.7,72.1,0,True,False,35,0-500
552,17,34907.0,0.43,41.8,70.4,86.0,91.7,100.0,83.1,6,False,False,23,0-500
487,60,17180.0,0.22,4.3,77.7,75.6,96.2,100.0,75.5,0,False,True,31,0-500
494,28,26438.0,0.17,10.4,94.1,94.2,68.3,100.0,50.4,0,False,False,36,0-500
500,59,37035.0,0.49,12.2,72.2,77.1,95.7,72.2,96.6,0,False,False,36,0-500
634,37,26044.0,0.29,17.1,65.8,79.3,94.5,99.9,94.1,6,False,False,30,0-500
490,60,19922.0,0.2,8.0,71.8,75.8,97.8,92.3,69.4,0,False,True,34,0-500
510,52,12432.0,0.64,12.5,73.6,72.4,88.5,100.0,95.3,0,False,False,17,0-500
508,60,49423.0,0.45,7.4,72.0,76.8,94.3,71.7,75.3,0,False,True,32,0-500
497,60,39993.0,0.21,11.0,64.9,75.8,97.4,100.0,73.9,0,True,False,29,0-500
498,19,18010.0,0.45,18.4,65.0,70.5,96.1,96.3,97.4,11,False,False,32,0-500
700,9,38462.0,0.09,12.3,78.2,76.2,85.4,99.4,53.8,0,False,False,28,0-500
520,59,35360.0,0.53,14.0,60.1,74.3,97.2,76.2,97.2,0,False,False,31,0-500
509,17,34235.0,0.18,33.0,65.2,76.5,91.7,100.0,76.4,6,False,False,27,0-500
501,2,50303.0,0.48,23.6,64.2,75.3,89.1,99.3,92.3,0,False,False,36,0-500
488,60,34116.0,0.31,31.4,60.0,77.7,92.9,99.2,83.4,0,True,False,27,0-500
486,7,59931.0,0.34,19.3,62.3,76.7,89.7,79.8,94.3,0,False,False,35,0-500
615804,16,16016.0,0.21,14.9,74.4,72.8,82.0,99.4,80.4,0,False,False,29,0-500
531,5,50447.0,0.2,37.5,59.5,74.9,92.4,100.0,80.6,0,False,False,35,0-500
662356,19,18210.0,0.27,18.6,60.8,64.3,97.8,94.2,94.6,11,False,False,31,0-500
492,7,30051.0,0.3,11.3,66.2,70.9,88.6,78.0,91.6,11,False,False,35,0-500
495,60,50655.0,0.25,19.7,66.4,81.0,84.1,86.7,63.2,0,True,False,36,0-500
537,17,19632.0,0.21,13.3,65.6,63.4,95.2,99.3,78.5,11,False,False,25,0-500
815,9,50206.0,0.15,12.1,70.6,76.6,81.8,100.0,61.3,11,False,False,36,0-500
496,51,8005.0,0.28,9.9,59.9,67.1,96.1,95.9,83.8,0,False,False,14,0-500
511,59,12150.0,0.71,12.3,60.0,72.0,94.7,45.1,94.2,0,False,False,17,0-500
493,60,50047.0,0.09,16.6,66.1,76.3,91.3,82.6,47.2,0,True,False,33,0-500
801,9,40159.0,0.09,12.4,72.4,79.3,77.5,100.0,56.4,0,False,False,34,0-500
512,59,42160.0,0.46,15.1,60.3,67.7,93.4,73.3,95.5,11,False,False,33,0-500
656,9,20888.0,0.05,8.0,72.3,68.1,90.0,98.8,46.1,11,False,False,22,0-500
516,28,21707.0,0.11,9.0,86.3,85.1,58.7,100.0,45.8,0,False,False,35,0-500
568,33,20943.0,0.37,14.5,63.2,76.1,76.8,100.0,93.6,0,False,False,27,0-500
491,60,43549.0,0.14,10.6,69.7,70.2,86.3,81.4,63.5,0,True,False,35,0-500
513,60,10476.0,0.2,10.3,71.8,60.9,89.4,68.6,71.6,0,False,True,29,0-500
581,2,54821.0,0.37,32.6,52.2,65.6,95.0,99.7,92.0,0,False,False,34,0-500
556,33,29759.0,0.39,12.8,54.5,63.8,97.1,77.2,93.4,1,False,False,27,0-500
522,2,53079.0,0.51,27.5,53.2,67.7,92.1,99.5,90.5,1,False,False,36,0-500
588,48,25644.0,0.16,14.2,73.7,74.3,76.2,100.0,44.9,0,False,False,36,0-500
503,60,38873.0,0.17,13.9,63.8,67.8,86.1,89.4,75.4,0,True,False,36,0-500
699920,16,32679.0,0.24,15.0,68.4,66.9,81.5,91.0,77.5,0,False,False,32,0-500
727,9,33608.0,0.1,14.6,66.8,65.0,86.3,99.1,61.5,0,False,False,31,0-500
526,19,9534.0,0.44,16.5,54.1,60.9,93.0,100.0,98.1,11,False,False,19,0-500
499,60,25442.0,0.17,27.6,49.6,65.5,96.7,96.8,81.9,0,True,False,29,0-500
540,33,15976.0,0.29,17.4,56.7,59.3,92.9,99.0,92.8,0,False,False,15,0-500
505,60,15303.0,0.27,7.9,59.8,56.9,97.5,78.4,74.8,0,False,True,31,0-500
507,60,35049.0,0.09,8.7,63.3,62.3,93.3,75.7,50.9,0,True,False,30,0-500
688843,16,6062.0,0.43,6.7,69.2,60.8,73.4,98.3,97.0,0,False,False,27,0-500
519,60,44180.0,0.27,14.2,58.3,60.4,92.8,75.0,73.2,0,False,True,35,0-500
502,2,17100.0,0.48,14.8,53.6,65.1,85.0,86.1,94.0,11,False,False,31,0-500
543,33,34614.0,0.22,18.4,46.8,62.8,93.8,98.7,87.7,6,False,False,24,0-500
518,60,28939.0,0.32,11.7,60.5,56.2,93.2,71.2,75.3,0,False,True,31,0-500
644699,16,40340.0,0.22,14.1,64.6,61.1,82.4,71.5,80.8,0,False,False,25,0-500
538,2,41249.0,0.42,37.6,50.8,61.9,87.8,99.7,93.6,11,False,False,36,0-500
530,59,28730.0,0.33,14.5,49.8,56.9,96.8,71.1,92.6,11,False,False,32,0-500
562,60,41612.0,0.2,18.7,63.0,68.9,73.8,86.2,77.2,0,True,False,34,0-500
657,19,8592.0,0.72,12.5,53.1,51.8,92.4,100.0,99.1,11,False,False,31,0-500
598,33,32845.0,0.3,29.1,46.4,57.5,94.8,99.9,93.5,11,False,False,27,0-500
558,48,10156.0,0.11,11.2,65.2,66.7,78.3,100.0,45.7,0,False,False,34,0-500
638,2,46165.0,0.41,35.6,47.6,57.4,91.7,98.2,93.9,6,False,False,33,0-500
573,17,34916.0,0.18,58.0,53.3,63.5,84.9,65.5,76.8,0,False,False,29,0-500
723,19,20387.0,0.35,22.3,46.1,53.5,92.8,93.6,97.7,11,False,False,26,0-500
528,60,62044.0,0.14,12.8,58.6,52.1,87.9,87.4,76.0,0,False,False,36,0-500
566,59,36240.0,0.46,15.1,47.5,51.4,96.0,72.0,96.0,11,False,False,35,0-500
506,60,58835.0,0.09,12.0,58.4,59.6,86.0,99.9,46.2,0,True,False,35,0-500
868,17,25027.0,0.15,38.5,51.8,57.4,89.2,86.2,72.4,0,False,False,24,0-500
550,60,35218.0,0.25,15.5,48.3,53.2,92.9,97.6,78.1,0,True,False,30,0-500
534,60,12863.0,0.18,3.8,53.3,49.0,95.9,95.0,63.5,0,False,True,32,0-500
632,17,29050.0,0.31,37.1,53.9,64.2,78.0,100.0,70.3,0,False,False,29,0-500
131692,17,9229.0,0.21,18.1,47.3,49.0,97.8,100.0,74.6,0,False,False,2,0-500
612,59,32590.0,0.32,14.8,46.7,50.5,95.1,75.3,95.1,0,False,False,34,0-500
651,51,13113.0,0.26,15.6,52.3,58.3,81.5,97.3,82.9,6,False,False,19,0-500
544,51,23754.0,0.21,10.5,48.4,58.4,86.0,99.8,79.3,0,False,False,34,0-500
599,12,30962.0,0.14,4.2,49.1,51.8,92.0,90.4,79.3,0,False,False,25,0-500
539,60,13718.0,0.19,4.2,53.9,46.2,95.3,83.6,67.4,0,False,True,25,0-500
565,59,28100.0,0.41,14.9,48.7,49.1,90.1,94.0,91.8,11,False,False,31,0-500
515,60,47253.0,0.15,14.6,54.5,62.3,83.0,70.9,57.6,0,True,False,36,0-500
652,17,21337.0,0.15,27.8,47.8,55.1,89.0,99.8,73.0,0,False,False,26,0-500
805,48,20416.0,0.21,17.0,58.1,56.7,79.3,99.5,63.7,0,False,False,36,0-500
622314,48,19235.0,0.12,14.4,57.5,56.2,84.4,99.9,47.2,0,False,False,32,0-500
617,17,24727.0,0.22,42.5,49.9,59.6,82.7,71.0,81.7,0,False,False,23,0-500
576,52,12054.0,0.17,17.7,46.1,47.9,92.8,99.1,87.1,0,False,False,31,0-500
622,59,25490.0,0.45,14.2,47.9,51.5,89.0,69.3,96.2,0,False,False,27,0-500
621,33,31847.0,0.25,22.1,37.2,53.3,96.7,88.7,88.5,1,False,False,17,0-500
753,44,33056.0,0.37,9.6,84.4,74.4,33.3,91.4,72.7,0,False,False,32,0-500
555,15,23822.0,0.06,16.5,48.8,58.0,90.9,68.2,59.2,0,False,False,36,0-500
589,12,25966.0,0.15,12.8,44.2,59.4,84.3,99.7,79.4,1,False,False,33,0-500
603,3,30739.0,0.32,37.0,48.0,61.0,78.6,74.5,94.6,0,False,False,24,0-500
570,5,38420.0,0.11,34.3,47.7,59.5,84.2,99.9,64.7,0,False,False,35,0-500
536,60,7994.0,0.3,10.5,55.1,46.1,88.4,72.5,85.2,0,False,True,28,0-500
559,60,33914.0,0.09,16.9,49.0,57.7,92.1,71.6,49.4,0,True,False,33,0-500
593,59,23135.0,0.43,14.7,47.2,47.7,91.2,72.7,96.7,0,False,False,32,0-500
529,7,28046.0,0.22,29.4,41.2,50.2,93.0,100.0,87.6,11,False,False,31,0-500
521,60,55115.0,0.12,10.5,55.0,51.7,87.6,83.6,58.4,0,True,False,36,0-500
564,7,34169.0,0.27,23.9,48.2,56.7,79.3,100.0,90.4,11,False,False,35,0-500
647,36,19971.0,0.17,11.7,46.6,52.4,91.6,74.5,77.7,0,False,False,26,0-500
584,28,17218.0,0.12,12.3,69.0,69.6,53.1,100.0,59.9,0,False,False,36,0-500
533,17,21729.0,0.14,25.2,49.2,54.0,88.2,70.7,70.5,0,False,False,30,0-500
560,60,44672.0,0.1,16.1,54.9,53.5,83.5,70.0,69.1,0,True,False,36,0-500
597,59,35710.0,0.38,15.1,46.4,51.0,87.0,71.2,94.6,0,False,False,34,0-500
643,12,10492.0,0.3,8.0,49.8,46.8,84.0,99.8,92.2,0,False,False,16,0-500
569,7,39359.0,0.23,20.2,49.3,53.2,79.5,97.8,86.8,11,False,False,32,0-500
575,52,8527.0,0.33,10.2,50.5,42.7,86.0,99.7,95.1,0,False,False,28,0-500
545,60,10470.0,0.37,8.3,50.8,44.5,87.8,91.6,80.1,0,False,True,33,0-500
665,2,22577.0,0.3,31.4,39.1,48.1,92.3,93.5,92.0,11,False,False,34,0-500
653,17,20268.0,0.18,36.9,45.4,51.3,86.9,100.0,73.1,0,False,False,29,0-500
590,60,47534.0,0.1,15.9,54.4,56.8,79.1,89.9,50.7,0,True,False,36,0-500
551,51,24313.0,0.18,12.6,44.2,55.4,83.4,96.1,74.6,0,False,False,29,0-500
663,33,21438.0,0.58,19.2,40.3,46.7,88.6,98.3,97.1,6,False,False,19,0-500
701,17,28410.0,0.13,57.3,44.5,53.5,85.2,99.6,66.3,0,False,False,27,0-500
580,52,14512.0,0.23,10.1,41.0,46.0,89.5,99.0,89.8,0,False,False,23,0-500
863,9,49929.0,0.06,13.8,52.8,46.3,90.1,98.2,40.9,0,False,False,33,0-500
561,60,47926.0,0.07,19.6,48.0,52.8,86.3,81.0,54.5,0,True,False,36,0-500
604,59,35030.0,0.29,16.1,43.6,46.2,88.3,71.8,93.6,0,False,False,36,0-500
625,33,31761.0,0.2,17.5,37.4,49.6,92.9,73.0,86.2,0,False,False,31,0-500
582,25,19659.0,0.39,23.2,43.3,47.7,85.8,83.5,91.6,11,False,False,29,0-500
1022,17,20260.0,0.28,48.2,45.4,54.7,79.5,99.7,71.4,0,False,False,17,0-500
131678,59,25110.0,0.47,15.7,36.1,42.3,97.1,72.5,98.0,0,False,False,30,0-500
524,60,27456.0,0.1,5.5,48.6,45.7,93.0,76.2,49.8,0,True,False,33,0-500
624,33,23582.0,0.13,17.5,38.4,50.4,90.4,81.0,79.0,11,False,False,24,0-500
629,60,66907.0,0.08,21.8,52.7,57.3,74.3,73.2,64.3,0,True,False,36,0-500
541,60,36067.0,0.09,16.7,47.0,52.6,86.6,73.3,56.3,0,True,False,30,0-500
623625,9,27882.0,0.08,14.8,57.5,48.4,79.9,80.7,52.0,0,False,False,27,0-500
692,27,76955.0,0.14,24.2,53.1,47.7,83.8,79.8,57.0,11,False,False,36,0-500
586,59,20135.0,0.31,15.3,42.4,44.2,90.6,66.8,92.9,0,False,False,31,0-500
654,2,19214.0,0.26,22.9,37.8,47.2,87.6,98.3,93.0,6,False,False,36,0-500
667,49,45402.0,0.12,15.2,41.6,50.1,90.2,80.5,65.6,1,False,False,32,0-500
517,48,3245.0,0.08,10.5,55.9,50.0,78.8,100.0,43.0,0,False,False,14,0-500
827,9,31224.0,0.04,10.6,57.3,55.2,74.7,99.9,33.7,0,False,False,19,0-500
637,34,34626.0,0.31,24.4,40.4,46.4,87.8,87.4,88.5,0,False,False,34,0-500
1019,27,674.0,0.11,8.0,59.5,46.5,82.6,36.4,59.0,0,False,False,13,0-500
984,9,31767.0,0.2,11.3,51.6,53.3,72.8,99.0,70.1,0,False,False,35,0-500
906,2,28533.0,0.24,36.6,35.2,42.5,94.9,88.2,93.0,0,False,False,34,0-500
610,59,24885.0,0.26,14.4,37.1,42.9,93.0,82.9,90.8,11,False,False,36,0-500
961,17,29832.0,0.17,27.7,42.9,47.5,86.0,96.5,70.5,0,False,False,27,0-500
557,60,11334.0,0.27,9.1,51.1,40.3,88.6,70.9,66.3,0,False,True,32,0-500
720,17,21294.0,0.15,19.8,47.2,50.6,78.6,99.8,65.9,0,False,False,30,0-500
646,59,25735.0,0.3,13.8,40.1,40.7,92.1,65.7,95.5,11,False,False,30,0-500
583,28,22186.0,0.11,10.4,63.5,65.4,51.8,100.0,50.7,0,False,False,34,0-500
601,60,26228.0,0.12,9.0,49.3,42.2,87.3,85.2,60.1,0,True,False,34,0-500
689,7,35370.0,0.22,23.1,41.0,48.9,83.1,77.1,88.4,0,False,False,30,0-500
691,17,21257.0,0.1,37.7,39.8,44.1,92.7,99.9,61.0,0,False,False,32,0-500
956,9,58194.0,0.04,14.8,46.7,48.4,88.3,99.7,33.0,11,False,False,29,0-500
660,17,20875.0,0.24,41.3,45.8,56.9,71.1,100.0,73.1,0,False,False,26,0-500
554,60,6691.0,0.17,8.0,56.8,39.4,83.2,75.9,60.5,0,False,True,28,0-500
595,59,15280.0,0.36,13.8,41.6,40.8,89.1,66.4,96.2,0,False,False,32,0-500
742,5,16398.0,0.18,32.3,38.1,44.6,89.9,98.5,75.3,0,False,False,29,0-500
594,52,18261.0,0.41,8.1,43.2,39.0,86.4,84.0,96.5,0,False,False,25,0-500
547,59,21065.0,0.33,13.7,43.6,43.9,83.7,62.5,95.5,0,False,False,31,0-500
618,53,25973.0,0.15,13.3,53.3,54.6,69.0,100.0,55.0,0,False,False,36,0-500
620,59,29310.0,0.29,16.9,34.8,42.3,94.9,56.0,94.9,0,False,False,34,0-500
633,5,27440.0,0.2,39.9,39.4,49.4,81.1,94.0,82.6,0,False,False,36,0-500
916,45,6222.0,0.25,7.8,36.9,41.5,88.7,91.6,92.1,11,False,False,15,0-500
650,49,12662.0,0.17,22.3,36.0,44.6,90.0,83.9,82.2,0,False,False,18,0-500
703,2,28373.0,0.21,50.0,35.2,42.7,89.4,93.4,87.4,0,False,False,34,0-500
542,60,12647.0,0.17,11.0,50.7,36.3,89.1,72.7,63.1,0,False,True,33,0-500
567,47,21021.0,0.13,13.0,37.8,45.3,86.6,80.6,82.4,11,False,False,34,0-500
1027,37,11573.0,0.46,19.2,37.7,39.0,90.7,70.4,96.6,11,False,False,30,0-500
664,33,8742.0,0.41,11.6,43.6,46.4,74.6,99.3,93.1,0,False,False,27,0-500
622866,9,7350.0,0.01,9.1,36.7,43.3,93.2,80.9,67.1,0,False,False,21,0-500
670575,16,61998.0,0.2,17.1,44.7,37.8,90.7,67.0,73.8,6,False,False,34,0-500
579,33,10686.0,0.31,21.0,46.2,51.0,68.0,100.0,88.4,0,False,False,20,0-500
800,27,64504.0,0.07,27.6,53.4,50.8,73.7,93.0,42.6,0,False,False,33,0-500
549,59,10750.0,0.47,12.8,47.4,44.0,76.9,65.5,94.8,0,False,False,22,0-500
756,17,26664.0,0.06,24.4,44.0,47.9,83.9,82.2,54.7,0,False,False,28,0-500
587,60,66622.0,0.12,12.5,46.6,38.3,87.4,85.0,64.0,0,True,False,33,0-500
702,48,21741.0,0.38,17.3,49.3,48.6,72.6,99.8,65.7,0,False,False,35,0-500
589115,58,2344.0,0.6,10.7,45.1,39.2,87.4,25.4,97.9,11,False,False,36,0-500
596,51,28689.0,0.14,17.4,32.8,49.0,89.3,65.1,79.6,0,False,False,26,0-500
662,59,14825.0,0.38,14.8,34.9,34.9,96.1,69.7,95.5,0,False,False,35,0-500
649,7,40289.0,0.28,28.4,37.2,44.7,85.1,81.4,87.0,11,False,False,32,0-500
572,28,9908.0,0.16,9.9,61.1,63.9,47.5,100.0,57.6,0,False,False,19,0-500
767,15,14298.0,0.25,20.3,41.7,43.1,81.3,88.2,82.7,0,False,False,18,0-500
574,60,19782.0,0.1,24.1,35.3,41.7,93.2,71.9,73.9,0,True,False,26,0-500
553,60,12860.0,0.13,10.9,53.2,45.1,72.4,73.9,72.3,0,False,True,29,0-500
666,49,32795.0,0.15,13.1,43.9,42.4,84.1,72.4,70.3,1,False,False,34,0-500
687,17,10316.0,0.14,24.4,39.7,40.5,87.9,99.7,65.3,0,False,False,12,0-500
131813,17,7505.0,0.17,48.1,36.6,44.8,87.1,94.4,66.6,0,False,False,15,0-500
642,6,82374.0,0.02,13.9,58.8,60.7,55.7,93.9,43.0,0,False,False,36,0-500
591,60,50855.0,0.15,19.8,38.5,45.2,84.4,70.9,71.5,11,True,False,33,0-500
1038,9,32882.0,0.09,12.8,45.4,44.0,76.3,98.5,42.4,0,False,False,26,0-500
671,59,28930.0,0.27,14.6,37.6,38.9,88.3,70.2,91.9,11,False,False,33,0-500
695,51,10083.0,0.17,11.1,41.7,46.0,74.0,94.6,78.6,0,False,False,20,0-500
822,2,36438.0,0.19,33.0,29.8,36.3,91.5,76.8,85.4,0,False,False,32,0-500
623586,17,15372.0,0.14,17.8,42.6,42.3,83.0,78.0,64.2,6,False,False,30,0-500
602,60,17579.0,0.18,9.8,50.4,34.7,83.7,92.3,54.3,0,False,True,29,0-500
600,60,21768.0,0.17,12.3,48.6,35.1,86.3,67.8,68.3,0,False,True,33,0-500
645,17,27937.0,0.13,20.1,42.5,43.3,82.5,83.9,68.7,0,False,False,28,0-500
622542,58,3887.0,0.27,11.5,29.6,39.8,87.8,95.4,94.7,11,False,False,14,0-500
789,51,14995.0,0.18,14.8,29.8,41.2,88.4,95.3,73.0,0,False,False,32,0-500
622851,3,4270.0,0.29,17.6,30.5,34.6,92.0,96.6,82.6,0,False,False,2,0-500
889,3,7338.0,0.29,8.6,39.7,29.7,93.9,97.5,81.0,0,False,False,2,0-500
679,28,15440.0,0.12,13.5,55.0,55.9,54.9,99.7,42.9,0,False,False,33,0-500
623277,9,32171.0,0.06,11.5,50.0,32.3,86.4,76.0,49.2,0,False,False,28,0-500
681,60,27229.0,0.37,15.4,39.5,32.7,91.9,69.5,82.7,0,False,True,34,0-500
797,27,39532.0,0.2,24.4,43.3,49.6,69.4,96.3,64.4,11,False,False,10,0-500
131534,37,9701.0,0.36,8.5,31.0,37.4,87.5,69.0,95.1,0,False,False,33,0-500
758,2,32490.0,0.14,35.9,33.1,40.0,88.7,86.7,80.8,6,False,False,29,0-500
730,59,21110.0,0.43,16.6,35.2,37.8,89.8,67.6,98.3,11,False,False,33,0-500
131267,27,838.0,0.23,7.4,49.9,39.5,80.2,92.3,60.0,6,False,False,12,0-500
131620,48,12718.0,0.15,20.3,31.8,34.9,94.3,83.2,68.9,0,False,False,31,0-500
1003,9,48990.0,0.05,15.9,48.2,49.1,72.8,98.8,44.6,0,False,False,31,0-500
760,9,63317.0,0.05,15.1,47.1,38.1,83.7,93.7,37.1,0,False,False,36,0-500
630,26,24033.0,0.07,22.8,40.4,49.1,79.5,78.7,54.9,0,False,False,33,0-500
975,9,27081.0,0.15,8.9,46.8,47.7,73.4,99.6,57.3,0,False,False,24,0-500
623271,48,3803.0,0.09,11.6,48.0,39.8,83.2,97.0,41.6,6,False,False,16,0-500
669,5,32121.0,0.29,55.5,36.3,45.5,82.9,68.6,88.3,0,False,False,36,0-500
589229,30,4389.0,0.12,13.4,36.8,39.1,82.2,80.2,78.0,0,False,False,11,0-500
623,25,24470.0,0.3,21.2,32.7,41.2,85.9,76.0,89.4,1,False,False,35,0-500
615,59,13455.0,0.4,15.5,34.8,36.0,81.9,79.1,97.4,0,False,False,32,0-500
693,7,34804.0,0.26,19.7,34.4,42.8,83.6,88.9,85.7,0,False,False,36,0-500
870,17,28219.0,0.15,33.9,42.1,48.4,78.5,100.0,61.8,6,False,False,30,0-500
676,51,21568.0,0.13,11.5,34.6,43.4,90.2,77.3,64.4,0,False,False,29,0-500
631,60,28912.0,0.2,11.4,49.5,34.9,79.8,77.4,60.1,0,True,False,34,0-500
131698,37,5860.0,0.52,22.1,39.2,39.5,77.1,81.3,92.7,0,False,False,27,0-500
636,60,18354.0,0.13,10.8,46.5,34.8,83.6,79.9,65.6,0,False,True,33,0-500
708,27,48458.0,0.09,29.0,45.6,39.9,82.3,80.7,54.5,0,False,False,36,0-500
615783,17,13297.0,0.15,34.9,37.7,45.2,81.8,91.2,66.3,0,False,False,22,0-500
628,59,15500.0,0.31,15.8,38.6,38.5,86.6,66.6,95.3,0,False,False,31,0-500
806,59,13520.0,0.33,14.4,33.8,34.7,89.0,73.3,96.8,0,False,False,31,0-500
563,59,18250.0,0.34,17.5,31.8,36.0,89.6,62.7,95.5,0,False,False,30,0-500
577,60,32540.0,0.09,13.1,44.0,39.0,89.0,88.5,41.6,0,True,False,34,0-500
740,2,15249.0,0.24,23.1,34.6,37.4,85.4,91.2,92.0,0,False,False,34,0-500
622947,27,3879.0,0.05,29.4,34.2,33.5,99.0,67.2,48.0,0,False,False,6,0-500
811,5,15481.0,0.24,35.0,37.6,42.7,81.1,90.4,78.3,0,False,False,30,0-500
690,7,31227.0,0.24,32.7,39.5,42.1,76.7,99.5,87.0,6,False,False,33,0-500
948,9,53183.0,0.06,15.9,45.6,49.1,74.0,99.9,34.0,0,False,False,36,0-500
766,12,16871.0,0.13,14.4,31.7,44.7,80.9,87.6,73.5,1,False,False,34,0-500
606456,9,33486.0,0.04,12.8,44.1,46.3,71.3,99.9,35.8,0,False,False,19,0-500
659,60,13282.0,0.12,15.1,46.3,32.3,85.3,58.3,60.5,0,False,True,25,0-500
821,2,27870.0,0.3,19.6,28.2,34.7,88.9,76.6,94.8,6,False,False,34,0-500
976,9,29374.0,0.08,14.3,43.9,36.0,78.5,87.2,52.8,0,False,False,28,0-500
605,16,2063.0,0.1,8.1,56.7,45.4,53.0,86.3,67.1,0,False,False,19,0-500
936,48,19796.0,0.24,13.5,45.2,41.1,64.8,99.5,68.7,6,False,False,32,0-500
624000,17,25140.0,0.14,26.0,37.1,34.6,85.4,84.2,69.1,0,False,False,19,0-500
748,19,7218.0,0.54,11.9,32.3,40.0,80.8,70.4,98.1,0,False,False,26,0-500
691303,27,2152.0,0.18,17.2,32.2,28.0,98.4,64.3,65.8,6,False,False,3,0-500
926,21,4648.0,0.01,9.8,61.4,50.0,51.5,94.5,31.6,0,False,False,12,0-500
871,17,29974.0,0.11,23.3,38.7,33.2,81.8,82.9,65.7,0,False,False,28,0-500
938,45,46570.0,0.09,11.5,35.5,29.9,83.3,84.6,82.9,0,False,False,36,0-500
834,48,20451.0,0.3,17.6,40.2,39.8,71.8,99.9,72.1,6,False,False,35,0-500
1026,15,5851.0,0.22,34.0,31.7,35.6,87.2,80.7,70.1,11,False,False,16,0-500
835,2,18475.0,0.3,25.5,29.2,36.2,89.3,77.2,88.1,0,False,False,33,0-500
131819,37,7451.0,0.15,12.6,37.2,30.6,91.4,29.0,85.2,0,False,False,30,0-500
624573,37,17047.0,0.93,44.6,33.9,36.7,79.6,73.9,98.0,11,False,False,26,0-500
624378,3,3537.0,0.45,13.9,31.5,30.2,89.8,99.0,88.5,0,False,False,3,0-500
973,44,6190.0,0.22,11.9,60.2,46.9,47.2,73.1,72.0,0,False,False,16,0-500
891,60,32151.0,0.12,16.4,44.9,40.7,71.1,79.5,62.4,0,True,False,32,0-500
1008,9,36448.0,0.04,13.8,37.7,41.9,76.3,99.2,49.1,11,False,False,26,0-500
648692,45,2462.0,0.17,10.9,39.1,37.3,79.2,46.0,90.9,11,False,False,18,0-500
1033,25,2844.0,0.67,24.5,32.0,36.6,82.6,80.4,91.6,11,False,False,2,0-500
915,2,32149.0,0.35,23.8,34.0,36.5,82.8,77.0,92.9,0,False,False,32,0-500
988,20,9581.0,0.43,12.7,45.0,29.6,80.1,74.7,78.5,11,False,False,5,0-500
128785,9,40967.0,0.06,12.4,36.4,38.0,84.3,99.5,44.6,0,False,False,31,0-500
645647,9,20618.0,0.06,10.7,45.0,39.0,81.5,71.0,31.0,11,False,False,11,0-500
578,60,25528.0,0.18,10.3,44.0,31.7,81.4,68.0,76.4,0,True,False,31,0-500
858,2,13896.0,0.31,25.8,32.7,34.5,91.4,73.5,72.1,0,False,False,30,0-500
745,17,14153.0,0.24,33.1,42.7,48.0,65.0,99.9,68.8,0,False,False,26,0-500
734,33,12738.0,0.23,24.5,28.2,43.8,76.6,80.5,85.7,6,False,False,14,0-500
946,58,9024.0,0.18,13.9,28.4,37.3,88.9,81.3,88.2,11,False,False,36,0-500
