nid,location,stats_number_students,stats_pc_intl_students,stats_student_staff_ratio,scores_teaching,scores_research,scores_citations,scores_industry_income,scores_international_outlook,member_level,public,private,subjects_offered lenth,rank
131770,6,43286.0,0.01,14.2,40.9,21.5,40.3,49.5,32.4,0,False,False,36,500-1000
131530,23,22692.0,0.08,28.6,29.4,26.9,49.9,47.1,35.4,0,False,False,34,500-1000
873,60,6270.0,0.22,20.2,31.1,20.2,46.1,63.4,62.1,0,False,True,22,500-1000
633264,27,22405.0,0.02,29.6,17.0,20.2,66.3,55.2,39.0,0,False,False,25,500-1000
131275,59,15255.0,0.21,24.0,18.5,13.7,63.9,47.4,79.4,0,False,False,15,500-1000
700388,23,3748.0,0.05,10.7,38.3,10.8,63.0,22.1,30.3,0,False,False,3,500-1000
685576,9,15599.0,0.02,2.2,24.7,11.0,72.9,37.9,26.8,0,False,False,1,500-1000
717335,23,5726.0,0.01,11.2,40.0,11.6,60.0,29.3,24.5,0,False,False,4,500-1000
996,56,42712.0,0.03,23.4,30.7,29.3,50.2,65.6,26.8,0,False,False,33,500-1000
723730,61,12636.0,0.0,10.9,33.9,11.4,62.1,34.9,47.6,0,False,False,2,500-1000
625653,9,33294.0,0.02,18.9,26.8,31.5,47.3,91.9,23.8,0,False,False,18,500-1000
710339,23,2920.0,0.06,12.1,32.9,12.0,66.7,19.2,25.0,0,False,False,2,500-1000
622263,23,8405.0,0.08,24.6,30.8,18.6,62.7,22.3,34.1,0,False,False,34,500-1000
648707,21,2014.0,0.01,13.4,40.0,28.5,38.5,30.9,33.9,0,False,False,23,500-1000
977,21,8587.0,0.01,17.9,35.6,26.1,50.6,52.7,30.9,0,False,False,27,500-1000
625269,21,2616.0,0.01,15.4,38.8,20.0,47.5,32.9,24.4,0,False,False,19,500-1000
949,48,15423.0,0.08,17.9,30.9,27.6,44.2,77.5,39.2,0,False,False,32,500-1000
623904,21,2919.0,0.0,18.6,34.3,22.7,53.8,63.0,17.9,0,False,False,7,500-1000
625050,38,24924.0,0.06,22.2,20.2,11.4,77.3,20.3,58.6,0,False,False,29,500-1000
624723,23,10381.0,0.03,10.1,46.8,15.0,44.3,31.8,25.4,0,False,False,2,500-1000
131805,44,11007.0,0.18,14.7,32.4,32.8,34.8,81.1,63.3,0,False,False,31,500-1000
621480,4,12965.0,0.0,18.1,25.4,9.7,75.4,19.3,49.5,0,False,False,24,500-1000
688786,21,9612.0,0.02,15.1,23.3,14.1,73.1,38.8,42.5,0,False,False,8,500-1000
718874,4,4491.0,0.0,14.4,15.4,10.4,75.8,18.8,47.8,0,False,False,16,500-1000
624213,49,12050.0,0.1,14.8,25.4,22.0,53.0,47.5,45.9,0,False,False,25,500-1000
587907,21,6385.0,0.01,19.2,30.0,17.3,72.0,20.5,19.8,0,False,False,6,500-1000
985,21,9297.0,0.01,13.5,42.8,23.7,47.1,38.5,23.7,0,False,False,25,500-1000
624582,21,1826.0,0.02,19.0,19.2,17.8,70.1,26.8,25.6,0,False,False,4,500-1000
628446,45,22268.0,0.03,11.9,21.7,11.0,70.3,19.5,76.7,0,False,False,27,500-1000
131273,48,20352.0,0.08,20.3,30.7,27.8,44.9,67.2,34.5,6,False,False,36,500-1000
131603,29,20254.0,0.21,13.8,20.6,15.4,64.6,46.3,70.6,0,False,False,17,500-1000
709424,45,17820.0,0.03,9.2,24.2,13.5,65.7,19.3,76.8,0,False,False,17,500-1000
587919,21,8807.0,0.08,9.9,39.0,10.8,50.2,25.1,53.5,6,False,False,3,500-1000
647933,56,4785.0,0.06,26.3,18.1,32.3,60.2,22.4,52.8,0,False,False,15,500-1000
622206,21,5332.0,0.1,4.4,28.5,9.1,71.8,22.9,47.7,0,False,False,19,500-1000
131495,53,6518.0,0.05,12.4,27.1,27.7,44.6,83.0,30.9,0,False,False,4,500-1000
131602,44,22498.0,0.33,10.7,46.2,22.3,29.2,47.0,69.1,0,False,False,35,500-1000
622245,23,5332.0,0.03,9.3,41.8,14.8,57.1,20.0,25.2,0,False,False,5,500-1000
703346,38,11334.0,0.0,22.2,12.0,11.9,75.7,36.9,51.3,0,False,False,30,500-1000
901,54,14866.0,0.05,19.7,22.5,23.6,58.0,75.2,43.7,0,False,False,21,500-1000
624918,45,8676.0,0.0,11.9,42.7,19.5,41.5,45.8,60.6,0,False,False,2,500-1000
131579,59,15800.0,0.44,20.4,20.0,15.5,53.1,48.4,91.0,0,False,False,28,500-1000
622194,21,16650.0,0.03,13.6,24.9,14.0,77.2,18.3,23.8,0,False,False,25,500-1000
131757,23,8099.0,0.02,21.3,22.0,21.0,61.1,45.1,36.3,0,False,False,10,500-1000
131604,38,4736.0,0.02,13.3,25.7,19.7,60.6,38.1,52.1,0,False,False,19,500-1000
131802,59,19950.0,0.18,17.7,17.8,15.5,66.1,47.8,71.8,0,False,False,24,500-1000
709574,37,6313.0,0.27,8.6,28.9,13.3,59.9,27.0,56.3,0,False,False,5,500-1000
625914,30,4540.0,0.49,9.4,29.9,11.5,50.8,19.5,88.3,11,False,False,23,500-1000
131750,21,23947.0,0.12,8.6,42.6,17.0,47.8,50.1,51.0,0,False,False,21,500-1000
624726,23,8997.0,0.04,9.3,33.8,15.3,61.9,34.1,30.4,0,False,False,2,500-1000
707777,41,10062.0,0.09,8.0,29.0,11.3,65.1,43.0,32.0,0,False,False,2,500-1000
648710,3,2191.0,0.17,7.4,36.4,22.8,37.9,79.9,76.9,0,False,False,11,500-1000
709730,45,19930.0,0.03,16.7,14.0,11.1,71.0,17.5,76.5,0,False,False,18,500-1000
589109,9,23062.0,0.04,7.3,36.8,15.7,59.5,46.7,24.8,0,False,False,1,500-1000
587616,9,33441.0,0.02,13.8,25.0,16.6,69.5,62.6,28.1,0,False,False,30,500-1000
642977,9,37168.0,0.03,16.1,18.7,18.7,67.8,53.2,39.8,0,False,False,22,500-1000
897,31,175968.0,0.05,16.5,28.4,29.8,35.6,63.0,59.8,0,False,False,35,500-1000
587715,21,7816.0,0.03,19.1,29.6,21.0,63.6,55.2,21.9,0,False,False,16,500-1000
690028,21,4885.0,0.02,12.9,33.9,17.3,64.8,20.6,20.9,0,False,False,10,500-1000
623718,21,7385.0,0.02,17.8,31.3,17.2,58.6,34.0,21.6,0,False,False,13,500-1000
131780,18,13478.0,0.05,20.0,30.3,23.5,55.1,54.4,35.4,0,False,False,15,500-1000
727139,16,837.0,0.0,5.9,44.3,11.8,44.3,46.4,55.7,0,False,False,1,500-1000
131775,60,11900.0,0.05,15.7,27.4,23.2,58.0,56.0,44.8,0,True,False,32,500-1000
623511,9,36176.0,0.03,19.1,22.1,28.1,53.8,89.0,22.2,0,False,False,18,500-1000
625071,9,29363.0,0.01,21.6,18.6,13.1,81.4,37.8,18.3,0,False,False,26,500-1000
587649,9,30812.0,0.03,19.0,28.8,16.5,62.0,49.7,31.5,0,False,False,29,500-1000
592415,60,13145.0,0.07,15.2,29.7,17.2,56.8,51.0,62.4,0,True,False,30,500-1000
694156,4,16938.0,0.0,18.3,14.8,10.7,80.3,24.3,45.9,0,False,False,20,500-1000
623391,47,40397.0,0.02,27.3,21.2,19.9,64.9,48.3,57.5,0,False,False,33,500-1000
587790,36,6860.0,0.1,7.1,30.8,15.1,59.7,39.0,68.6,0,False,False,18,500-1000
1030,44,7196.0,0.21,6.7,39.5,33.7,26.8,43.0,50.7,0,False,False,32,500-1000
945,28,13042.0,0.08,10.4,35.7,22.7,38.5,87.2,37.7,0,False,False,28,500-1000
847,60,17943.0,0.03,16.5,26.0,20.4,56.6,59.3,37.5,0,True,False,30,500-1000
623382,7,9537.0,0.1,30.2,17.7,25.0,61.4,53.6,64.0,0,False,False,18,500-1000
589139,56,6221.0,0.1,25.8,19.2,24.6,49.9,68.4,59.2,0,False,False,17,500-1000
633063,49,12923.0,0.14,14.0,23.6,18.3,59.0,52.2,52.0,0,False,False,25,500-1000
928,16,37358.0,0.2,29.0,34.0,33.8,37.1,34.1,66.4,0,False,False,16,500-1000
623190,38,11277.0,0.0,36.4,27.8,12.5,61.8,23.6,48.3,0,False,False,17,500-1000
131485,60,17841.0,0.06,20.2,20.7,24.6,58.2,53.2,34.9,0,True,False,30,500-1000
623520,26,8920.0,0.29,37.0,13.6,18.0,63.3,41.6,61.6,0,False,False,8,500-1000
131356,37,2979.0,0.06,23.9,17.1,25.0,62.8,29.7,61.5,0,False,False,14,500-1000
131467,59,10040.0,0.29,19.7,17.2,13.4,61.4,38.0,88.3,0,False,False,17,500-1000
131809,21,6004.0,0.03,8.7,41.5,8.7,60.3,29.9,24.6,0,False,False,26,500-1000
131498,23,27279.0,0.01,21.8,31.0,25.1,47.3,57.5,29.0,0,False,False,36,500-1000
715393,23,2836.0,0.0,9.7,32.0,10.9,66.7,19.3,22.1,0,False,False,2,500-1000
131621,59,26060.0,0.18,17.1,18.9,14.0,62.0,33.7,72.0,0,False,False,30,500-1000
589124,23,14908.0,0.03,21.2,26.4,24.6,53.8,62.3,31.4,0,False,False,34,500-1000
641855,23,9905.0,0.02,9.8,46.1,14.2,55.2,31.4,24.8,0,False,False,3,500-1000
645761,21,2947.0,0.0,20.5,23.6,17.7,71.8,21.1,24.5,0,False,False,16,500-1000
653999,21,11259.0,0.03,10.0,44.5,18.8,46.5,47.0,21.2,11,False,False,14,500-1000
939,48,9747.0,0.17,24.1,29.4,32.1,39.2,73.6,42.5,0,False,False,21,500-1000
592448,60,9415.0,0.06,12.3,37.1,23.6,43.3,76.7,40.7,0,True,False,34,500-1000
131768,9,44270.0,0.01,15.2,26.4,22.8,57.5,87.3,22.0,0,False,False,24,500-1000
131425,57,8253.0,0.16,13.5,17.9,15.5,69.8,22.4,57.8,0,False,False,29,500-1000
131694,59,15860.0,0.37,20.6,19.0,14.2,68.8,28.2,86.9,0,False,False,33,500-1000
625047,38,65016.0,0.0,48.7,18.0,12.4,75.7,20.7,48.6,0,False,False,35,500-1000
959,59,83185.0,0.09,30.9,17.0,15.2,67.5,48.4,63.3,0,False,False,26,500-1000
591764,60,35247.0,0.03,21.0,27.1,22.1,61.3,46.1,38.9,0,True,False,32,500-1000
609450,28,1338.0,0.01,3.3,35.3,17.0,53.1,69.5,21.2,0,False,False,2,500-1000
131349,44,8810.0,0.33,10.1,42.5,26.0,32.3,61.3,72.1,0,False,False,13,500-1000
921,6,36463.0,0.04,12.6,41.6,32.9,36.8,48.3,38.8,0,False,False,35,500-1000
583809,6,20000.0,0.01,11.8,32.4,23.3,44.6,55.0,35.4,0,False,False,28,500-1000
681874,49,5539.0,0.32,12.6,22.6,16.5,57.1,23.9,69.5,0,False,False,17,500-1000
715231,49,16113.0,0.23,20.6,19.8,17.2,65.5,34.1,75.9,0,False,False,22,500-1000
632004,16,22380.0,0.11,30.2,26.4,19.4,52.1,45.3,62.1,0,False,False,36,500-1000
621570,37,1305.0,0.07,6.2,28.5,13.4,62.0,25.2,73.1,0,False,False,8,500-1000
131740,49,16794.0,0.18,11.6,27.5,17.0,53.6,43.3,58.5,0,False,False,36,500-1000
685039,27,8622.0,0.1,29.1,18.9,18.3,58.3,56.8,52.5,0,False,False,12,500-1000
623937,27,32690.0,0.02,26.9,24.3,10.0,75.5,47.0,30.6,0,False,False,16,500-1000
628164,37,32524.0,0.0,36.3,17.7,21.6,67.3,37.0,45.7,11,False,False,28,500-1000
131613,49,25094.0,0.09,13.9,24.0,18.5,55.7,55.0,44.5,0,False,False,34,500-1000
131822,59,21475.0,0.31,15.6,19.1,13.7,57.3,37.3,83.3,0,False,False,35,500-1000
654380,38,16677.0,0.0,24.1,13.4,10.5,78.4,19.2,49.0,0,False,False,23,500-1000
638036,16,36541.0,0.15,21.0,20.9,18.4,52.1,59.7,67.8,0,False,False,36,500-1000
633045,49,17798.0,0.12,12.2,25.9,20.4,62.1,43.3,52.3,0,False,False,36,500-1000
986,20,20294.0,0.25,12.0,42.2,19.9,40.9,48.8,60.0,6,False,False,34,500-1000
131479,21,25926.0,0.02,21.0,41.2,27.5,43.2,53.2,23.8,0,False,False,24,500-1000
716798,38,11862.0,0.01,27.8,28.5,12.0,63.4,26.3,49.6,0,False,False,8,500-1000
623514,27,9227.0,0.01,33.7,15.9,25.8,64.0,35.7,30.8,0,False,False,18,500-1000
623268,49,14186.0,0.14,20.6,22.1,24.0,53.4,50.4,56.8,0,False,False,32,500-1000
719085,38,18571.0,0.0,37.4,13.6,12.9,78.5,23.0,46.9,0,False,False,30,500-1000
131810,22,39882.0,0.18,7.8,45.6,23.9,33.3,59.0,64.2,0,False,False,33,500-1000
589253,49,13457.0,0.07,16.3,20.9,20.8,69.6,36.6,45.8,0,False,False,25,500-1000
624345,23,8476.0,0.06,25.2,28.2,17.8,67.7,28.0,33.2,0,False,False,33,500-1000
131769,38,23972.0,0.03,13.0,19.1,11.3,76.9,19.5,54.2,0,False,False,31,500-1000
131432,37,39010.0,0.09,13.2,25.9,21.5,54.9,68.5,42.3,0,False,False,36,500-1000
623301,49,9543.0,0.1,16.7,21.1,22.9,62.5,59.3,45.4,0,False,False,24,500-1000
626004,37,9966.0,0.17,12.2,23.9,17.3,61.0,33.3,57.8,0,False,False,34,500-1000
625932,38,24107.0,0.02,20.3,16.6,10.7,82.2,26.3,51.3,0,False,False,25,500-1000
717333,43,12443.0,0.16,8.8,26.3,11.6,67.6,28.1,37.6,0,False,False,8,500-1000
594551,60,16008.0,0.07,14.4,30.7,19.5,50.2,62.0,37.1,0,True,False,31,500-1000
623949,5,6673.0,0.15,22.1,22.3,27.1,52.7,60.8,70.7,0,False,False,25,500-1000
131592,37,370.0,0.51,2.5,29.4,17.4,43.2,27.4,92.0,0,False,False,20,500-1000
131321,7,13245.0,0.27,24.0,18.6,20.4,66.5,37.6,70.1,0,False,False,30,500-1000
594419,60,15800.0,0.03,17.2,27.8,21.5,58.1,51.6,52.6,0,True,False,32,500-1000
131781,59,8700.0,0.45,19.6,22.1,21.8,55.9,29.3,86.5,0,False,False,19,500-1000
1016,27,33599.0,0.05,45.0,25.5,26.5,54.8,58.1,42.7,0,False,False,27,500-1000
131422,49,25098.0,0.16,14.6,31.4,23.1,48.8,44.2,55.3,0,False,False,34,500-1000
854,27,14383.0,0.02,22.6,26.0,20.7,59.0,49.1,34.3,0,False,False,29,500-1000
131658,59,20825.0,0.27,21.3,19.7,15.3,62.5,53.7,84.2,0,False,False,29,500-1000
661606,27,2685.0,0.03,12.9,27.2,15.4,60.9,44.3,29.3,0,False,False,11,500-1000
623607,16,13962.0,0.1,26.9,16.8,19.8,60.5,53.5,61.2,0,False,False,33,500-1000
1017,48,9927.0,0.07,14.3,31.3,29.2,40.9,45.9,38.0,0,False,False,29,500-1000
131701,49,58252.0,0.1,18.4,23.5,26.7,55.0,56.0,45.9,0,False,False,35,500-1000
622938,45,19888.0,0.03,12.3,22.4,10.5,69.0,20.8,76.2,0,False,False,36,500-1000
131296,60,16926.0,0.06,21.7,26.6,30.4,44.0,39.8,45.6,0,True,False,30,500-1000
624171,49,12240.0,0.08,9.4,26.2,16.4,56.6,41.2,51.5,0,False,False,24,500-1000
621513,38,30994.0,0.01,23.7,27.5,15.1,63.5,26.6,48.4,0,False,False,31,500-1000
661082,37,11722.0,0.18,36.0,15.0,17.3,62.2,29.8,76.4,0,False,False,29,500-1000
131771,55,19015.0,0.08,8.7,44.5,25.4,29.7,66.5,54.9,0,False,False,31,500-1000
131434,38,7201.0,0.01,19.7,21.3,16.3,68.0,46.1,53.6,0,False,False,6,500-1000
131622,49,7410.0,0.19,12.0,21.8,13.4,73.3,21.1,59.7,0,False,False,14,500-1000
908,49,17545.0,0.06,15.0,23.9,19.8,60.0,57.7,49.0,0,False,False,32,500-1000
131626,59,18385.0,0.5,19.6,18.7,16.8,58.5,46.8,88.1,0,False,False,19,500-1000
621402,59,14580.0,0.27,16.2,19.2,14.9,60.2,48.1,80.3,0,False,False,30,500-1000
622248,23,13281.0,0.14,26.5,29.8,22.6,59.8,37.4,43.0,0,False,False,31,500-1000
610842,28,1917.0,0.0,4.4,34.7,12.9,58.1,61.8,19.8,0,False,False,2,500-1000
862,28,45453.0,0.12,14.3,33.8,27.1,42.7,66.4,54.3,6,False,False,34,500-1000
624258,9,30416.0,0.03,15.5,18.2,15.5,70.5,46.9,39.7,0,False,False,3,500-1000
675429,7,20095.0,0.11,35.9,15.6,20.2,55.2,61.4,67.2,0,False,False,26,500-1000
131735,56,20928.0,0.13,22.6,28.0,28.2,47.4,67.5,39.8,6,False,False,27,500-1000
865,53,6450.0,0.1,22.2,19.8,26.2,46.8,79.5,53.5,0,False,False,15,500-1000
724865,23,4573.0,0.0,11.2,41.0,11.1,61.7,18.8,23.2,0,False,False,36,500-1000
622350,9,18820.0,0.05,12.6,21.0,13.2,69.4,39.8,38.5,0,False,False,19,500-1000
131738,41,31009.0,0.07,23.8,19.6,30.7,44.4,32.3,38.1,0,False,False,23,500-1000
131429,41,18279.0,0.04,11.6,27.6,21.3,38.5,69.0,32.6,0,False,False,13,1000-1200
707846,35,49531.0,0.0,16.6,23.1,12.4,55.7,19.8,40.9,0,False,False,36,1000-1200
131494,14,169073.0,0.07,14.6,26.8,16.4,46.2,39.4,53.2,0,False,False,35,1000-1200
709412,45,18262.0,0.02,12.9,19.3,8.5,54.4,17.8,75.3,0,False,False,18,1000-1200
623748,29,24118.0,0.03,23.9,13.1,15.5,61.3,28.2,45.1,0,False,False,23,1000-1200
768,14,199537.0,0.05,20.6,19.2,18.6,59.5,29.9,52.6,0,False,False,36,1000-1200
626193,29,8663.0,0.31,27.0,12.5,16.6,59.5,17.9,70.8,0,False,False,15,1000-1200
718346,21,3444.0,0.0,14.2,23.6,12.5,65.6,17.4,30.4,0,False,False,25,1000-1200
131583,56,22455.0,0.05,17.1,26.1,11.0,60.0,20.6,33.1,0,False,False,17,1000-1200
644084,14,35637.0,0.01,43.1,16.9,12.5,67.5,21.3,50.3,0,False,False,36,1000-1200
624942,56,42757.0,0.09,26.1,24.8,25.8,47.9,27.2,32.9,0,False,False,36,1000-1200
131786,40,14282.0,0.01,10.2,30.1,10.8,57.0,24.4,33.4,0,False,False,26,1000-1200
131674,18,8957.0,0.05,45.9,18.2,23.5,52.6,62.9,44.9,0,False,False,7,1000-1200
131370,1,5205.0,0.08,9.0,24.6,11.5,54.2,23.7,52.7,0,False,False,9,1000-1200
644540,23,6822.0,0.02,16.4,19.7,12.1,65.5,19.0,31.7,0,False,False,20,1000-1200
587643,38,18672.0,0.0,18.5,20.1,12.9,63.5,21.6,48.5,0,False,False,33,1000-1200
670476,38,21123.0,0.01,20.8,13.7,10.2,72.2,25.7,49.3,0,False,False,18,1000-1200
673872,4,6937.0,0.01,10.9,24.4,9.6,60.1,22.1,49.4,0,False,False,16,1000-1200
624465,4,6040.0,0.0,12.2,22.5,16.4,62.2,33.1,31.6,0,False,False,10,1000-1200
714892,56,11985.0,0.1,27.4,12.0,15.1,75.0,17.0,36.2,0,False,False,29,1000-1200
645758,14,109804.0,0.02,30.0,15.5,9.7,66.8,21.0,48.7,0,False,False,34,1000-1200
131552,14,84041.0,0.0,37.7,21.0,10.6,59.4,21.4,53.4,0,False,False,36,1000-1200
621675,21,6110.0,0.0,19.5,24.8,17.9,56.9,41.0,20.0,0,False,False,19,1000-1200
593891,60,14575.0,0.03,16.3,23.1,14.3,57.2,39.7,30.0,0,True,False,31,1000-1200
587673,4,16494.0,0.0,18.3,14.1,11.7,71.4,19.1,41.3,0,False,False,28,1000-1200
999,11,17834.0,0.26,15.1,25.1,17.9,37.8,72.6,60.4,0,False,False,14,1000-1200
131715,59,10500.0,0.25,18.9,18.7,13.7,45.8,28.2,84.4,0,False,False,19,1000-1200
593036,60,14417.0,0.05,19.6,29.1,16.6,50.9,45.6,34.5,0,True,False,32,1000-1200
997,54,34379.0,0.04,13.5,28.6,19.4,46.5,52.2,39.9,0,False,False,35,1000-1200
937,28,13711.0,0.06,8.3,33.3,20.4,42.8,68.5,34.4,0,False,False,35,1000-1200
724036,4,5935.0,0.0,17.6,13.0,10.8,71.5,21.6,31.3,0,False,False,5,1000-1200
623469,48,12764.0,0.07,13.9,31.9,27.9,33.0,56.5,32.6,6,False,False,36,1000-1200
131405,48,20399.0,0.04,19.7,29.7,29.9,36.0,76.0,25.5,0,False,False,36,1000-1200
593486,60,3811.0,0.1,14.8,32.1,18.0,38.4,63.7,64.4,0,False,True,18,1000-1200
131322,11,15526.0,0.2,8.6,30.8,18.9,31.3,58.7,60.5,0,False,False,14,1000-1200
646151,14,34280.0,0.01,29.8,16.9,9.1,70.2,18.7,46.9,0,False,False,35,1000-1200
624966,21,6587.0,0.01,10.0,26.6,10.2,59.1,19.4,36.6,0,False,False,3,1000-1200
623433,18,22339.0,0.04,38.1,17.3,18.7,57.6,34.2,29.4,0,False,False,20,1000-1200
624909,21,4859.0,0.03,20.4,14.8,12.4,71.6,16.5,25.9,0,False,False,20,1000-1200
707725,21,5247.0,0.0,21.6,20.8,15.8,61.4,21.6,17.8,0,False,False,9,1000-1200
625203,21,4163.0,0.01,8.0,42.0,10.5,47.5,18.9,31.8,0,False,False,3,1000-1200
131691,59,11910.0,0.07,16.1,18.3,13.9,60.5,27.2,56.8,0,False,False,25,1000-1200
633081,49,14038.0,0.34,10.8,22.5,10.2,58.9,17.6,62.9,0,False,False,31,1000-1200
621408,14,47899.0,0.0,15.9,17.1,11.3,65.8,22.2,47.0,0,False,False,32,1000-1200
624054,44,16800.0,0.1,13.3,27.2,19.7,47.7,31.4,37.0,0,False,False,9,1000-1200
592160,60,8679.0,0.01,15.4,33.6,18.9,38.9,43.2,51.4,0,True,False,33,1000-1200
624978,9,32192.0,0.01,18.1,18.0,14.7,64.5,41.5,31.3,0,False,False,21,1000-1200
609558,28,3048.0,0.01,3.6,27.2,13.2,59.6,55.6,22.5,0,False,False,19,1000-1200
623811,21,18181.0,0.03,15.0,19.5,9.4,70.8,17.3,23.7,0,False,False,21,1000-1200
131337,41,14179.0,0.07,19.8,18.8,18.6,52.4,53.5,39.4,0,False,False,13,1000-1200
131654,38,2171.0,0.0,17.1,19.1,15.8,60.5,33.7,50.6,0,False,False,9,1000-1200
719262,21,12764.0,0.0,14.7,18.8,13.0,69.8,18.4,27.3,0,False,False,17,1000-1200
624462,38,12316.0,0.0,33.7,17.6,17.3,55.8,22.0,51.2,0,False,False,27,1000-1200
688807,23,12049.0,0.03,26.0,15.7,12.0,65.9,18.5,41.5,0,False,False,26,1000-1200
622338,23,7145.0,0.06,14.1,33.5,16.9,55.8,22.0,24.3,0,False,False,8,1000-1200
609237,28,1208.0,0.03,4.1,32.1,18.4,42.4,60.3,24.4,0,False,False,2,1000-1200
622941,9,29618.0,0.01,17.2,16.0,14.0,68.2,37.6,28.3,0,False,False,29,1000-1200
691315,38,10667.0,0.0,20.6,18.1,11.9,68.3,16.5,48.9,0,False,False,29,1000-1200
623787,9,34465.0,0.2,17.5,15.6,14.4,51.3,40.4,70.4,0,False,False,29,1000-1200
715198,20,9202.0,0.15,10.9,32.4,12.6,40.4,24.3,61.9,0,False,False,19,1000-1200
625305,10,6138.0,0.03,7.2,23.7,10.4,56.8,17.9,40.4,0,False,False,20,1000-1200
638030,16,1592.0,0.18,17.5,33.0,29.0,22.8,64.5,71.8,0,False,False,13,1000-1200
688816,21,2288.0,0.01,13.2,35.2,13.8,51.0,25.8,28.4,0,False,False,14,1000-1200
637730,21,2858.0,0.05,22.7,24.8,13.5,57.3,38.3,44.0,0,False,False,2,1000-1200
624951,56,17338.0,0.04,10.3,24.1,10.5,63.6,19.1,22.4,0,False,False,30,1000-1200
622356,38,2301.0,0.0,12.2,19.7,11.2,63.3,21.0,47.9,0,False,False,5,1000-1200
718788,38,6761.0,0.03,24.1,22.3,11.8,60.8,19.9,55.5,0,False,False,20,1000-1200
718628,45,16233.0,0.78,18.7,31.0,10.5,49.4,22.1,87.3,0,False,False,21,1000-1200
622281,56,37596.0,0.15,27.5,10.7,9.4,74.2,15.9,61.2,0,False,False,28,1000-1200
705875,56,22381.0,0.05,17.7,27.0,21.5,40.6,58.5,26.2,0,False,False,20,1000-1200
670500,56,7056.0,0.16,20.5,13.2,16.4,54.6,16.3,67.6,0,False,False,24,1000-1200
622491,43,8192.0,0.37,8.7,25.8,11.5,51.8,28.4,49.4,0,False,False,2,1000-1200
979,21,12952.0,0.0,18.9,36.1,16.3,45.3,48.1,19.5,0,False,False,24,1000-1200
623649,48,10056.0,0.05,16.0,32.5,20.8,36.9,40.8,32.5,0,False,False,35,1000-1200
954,28,10229.0,0.06,9.8,34.7,20.0,34.5,72.1,34.4,0,False,False,34,1000-1200
131523,54,32679.0,0.02,17.1,30.3,16.4,41.4,46.4,35.9,0,False,False,33,1000-1200
662302,4,7103.0,0.0,17.5,13.6,9.4,80.2,21.4,33.4,0,False,False,10,1000-1200
638540,27,5701.0,0.01,16.8,18.8,12.9,65.5,43.3,39.1,0,False,False,15,1000-1200
131520,28,9291.0,0.06,9.1,32.6,18.8,40.8,81.2,39.1,0,False,False,30,1000-1200
610866,28,1388.0,0.01,3.3,33.9,16.2,50.8,68.3,20.1,0,False,False,2,1000-1200
622965,7,8603.0,0.21,24.9,16.3,24.2,53.5,42.0,59.5,0,False,False,33,1000-1200
717283,35,3243.0,0.0,14.5,17.3,18.6,60.5,20.7,32.7,0,False,False,17,1000-1200
621447,21,10646.0,0.07,12.4,27.1,10.0,56.5,18.4,32.6,6,False,False,15,1000-1200
707302,41,5788.0,0.08,13.1,39.3,12.0,40.5,40.2,30.3,0,False,False,5,1000-1200
623631,41,6340.0,0.15,5.2,28.4,11.5,49.2,43.9,41.5,0,False,False,4,1000-1200
670554,41,9725.0,0.1,6.2,27.7,13.2,48.2,46.0,32.8,0,False,False,2,1000-1200
707840,53,4384.0,0.03,18.6,18.9,27.9,45.9,67.5,33.7,0,False,False,24,1000-1200
644081,14,67781.0,0.01,15.4,18.8,9.5,65.6,21.6,49.9,0,False,False,33,1000-1200
131503,60,14097.0,0.02,17.0,26.0,20.8,51.1,61.8,37.5,0,True,False,32,1000-1200
624105,44,5437.0,0.06,19.7,15.9,10.9,72.6,19.8,23.5,0,False,False,3,1000-1200
625128,30,9057.0,0.1,14.8,24.2,19.5,36.8,74.3,52.3,0,False,False,11,1000-1200
841,53,11174.0,0.08,9.9,31.8,24.7,28.9,88.2,43.6,0,False,False,35,1000-1200
951,53,15403.0,0.07,13.1,25.5,25.1,34.2,75.1,34.8,0,False,False,30,1000-1200
731307,21,5306.0,0.0,19.4,27.2,13.8,66.0,23.4,16.6,0,False,False,11,1000-1200
131306,53,9746.0,0.11,15.5,27.2,25.0,37.5,85.9,43.7,0,False,False,18,1000-1200
716621,38,15934.0,0.03,23.5,12.6,9.2,66.2,28.5,51.5,0,False,False,8,1000-1200
670434,37,19466.0,0.02,19.2,24.2,11.5,49.3,27.0,58.2,6,False,False,33,1000-1200
724372,14,3891.0,0.0,10.6,21.9,8.2,68.2,17.3,48.3,0,False,False,30,1000-1200
609546,28,950.0,0.0,0.9,29.2,10.9,58.4,48.2,21.1,0,False,False,1,1000-1200
709700,45,13803.0,0.06,11.8,23.3,12.3,55.9,21.1,75.1,0,False,False,36,1000-1200
624174,9,29021.0,0.01,14.6,25.7,14.7,52.4,50.7,24.2,0,False,False,25,1000-1200
131458,60,13744.0,0.04,15.8,26.2,16.4,47.2,46.8,38.9,0,True,False,28,1000-1200
131685,11,19315.0,0.13,14.9,23.3,24.8,44.9,39.4,60.4,0,False,False,28,1000-1200
131304,6,11915.0,0.01,20.1,33.2,19.5,40.7,58.6,36.4,0,False,False,26,1000-1200
633027,49,8413.0,0.07,11.5,24.4,15.1,51.8,39.5,46.1,0,False,False,25,1000-1200
131704,37,10907.0,0.26,31.3,25.9,24.1,32.9,52.6,63.3,0,False,False,11,1000-1200
